SubmitTime,Problem,InvokerTime,Invocations,TestCount,TL
1133525,23,491,6,70,4000
1133617,23,7946,70,70,4000
1136777,23,133,2,70,4000
1137117,148,71,1,81,1000
1137702,148,1081,15,81,1000
1138134,127,3048,40,40,2000
1138648,148,626,8,81,1000
1139183,148,1042,14,81,1000
1140343,148,5939,81,81,1000
1140754,148,65,1,1,1000
1141415,148,220,3,81,1000
1143569,23,8763,70,70,4000
1145337,148,781,11,81,1000
1145374,148,5168,57,81,1000
1145609,23,8814,70,70,4000
1149233,23,75,1,70,4000
1150346,23,398,6,70,4000
1150447,148,4261,57,81,1000
1152525,23,40897,70,70,4000
1155519,119,267,3,47,1000
1156023,148,5173,57,81,1000
1156356,148,261,4,81,1000
1157073,148,1280,12,81,1000
1158158,128,406,6,43,2000
1159538,148,238,3,81,1000
1161183,148,6165,81,81,1000
1161584,148,8881,81,81,1000
1161617,148,6197,81,81,1000
1162131,148,4258,57,81,1000
1162144,148,1038,14,81,1000
1163059,148,1198,13,81,1000
1163104,23,40694,70,70,4000
1163307,148,268,4,81,1000
1163478,129,6862,49,49,2000
1165495,23,4854,37,70,4000
1168310,80,3328,33,33,1000
1168740,148,68,1,81,1000
1169026,23,438,6,70,4000
1169931,148,1152,10,81,1000
1174436,148,248,4,81,1000
1175531,23,1367,19,70,4000
1175769,148,6154,81,81,1000
1177273,80,2420,33,33,1000
1177601,148,5070,57,81,1000
1179517,148,6044,59,81,1000
1180697,148,587,8,81,1000
1180858,148,866,11,81,1000
1181471,23,7667,70,70,4000
1183239,148,227,3,81,1000
1188662,23,8124,70,70,4000
1191078,148,678,9,81,1000
1192211,23,14735,70,70,4000
1192743,148,4102,57,81,1000
1192986,148,648,9,81,1000
1195829,148,1041,1,81,1000
1195905,148,1713,13,81,1000
1196070,23,6492,34,70,4000
1198019,23,15471,70,70,4000
1198252,80,2488,33,33,1000
1198781,148,5176,57,81,1000
1199645,148,66,1,81,1000
1200410,148,1118,15,81,1000
1201169,148,1142,14,81,1000
1202749,148,5957,81,81,1000
1202785,23,41115,70,70,4000
1204459,148,6567,74,81,1000
1205156,80,2536,33,33,1000
1205425,148,79,1,81,1000
1206419,23,7498,70,70,4000
1207056,148,6439,75,81,1000
1207449,148,449,6,81,1000
1210010,148,918,13,81,1000
1211118,23,57312,70,70,4000
1213455,23,4543,35,70,4000
1214521,148,5264,57,81,1000
1218854,80,190,3,33,1000
1218930,148,5193,57,81,1000
1219132,148,1806,24,81,1000
1219412,23,40253,70,70,4000
1219620,23,6198,70,70,4000
1220846,148,473,4,81,1000
1222362,23,40278,70,70,4000
1223136,148,1256,16,81,1000
1223378,148,403,5,81,1000
1223686,148,151,2,81,1000
1230060,23,11797,44,70,4000
1234845,80,2584,33,33,1000
1235325,148,856,11,81,1000
1235543,148,983,13,81,1000
1236402,148,5962,81,81,1000
1237509,45,3265,18,56,1000
1238264,148,1038,14,81,1000
1238495,23,44141,70,70,4000
1239356,130,4358,59,59,2000
1240299,107,1926,28,105,3000
1240532,80,2585,33,33,1000
1244985,23,41169,70,70,4000
1247525,23,815,6,70,4000
1251037,23,88,1,1,4000
1252768,148,6334,81,81,1000
1256944,148,585,9,81,1000
1260181,148,1024,1,81,1000
1260506,148,6023,81,81,1000
1262178,148,304,4,81,1000
1264613,23,14434,70,70,4000
1270077,148,5328,57,81,1000
1271666,80,944,12,33,1000
1275456,131,752,10,29,1000
1277086,148,907,11,81,1000
1280679,23,7722,70,70,4000
1281968,132,0,0,0,2000
1283058,148,322,4,81,1000
1283853,148,5322,57,81,1000
1285020,148,4973,57,81,1000
1285287,148,789,12,81,1000
1285448,23,8299,70,70,4000
1285939,148,1172,16,81,1000
1286803,80,2403,33,33,1000
1287339,148,1043,15,81,1000
1287457,148,5346,74,81,1000
1288595,133,875,11,54,1000
1288645,148,4208,57,81,1000
1290226,23,50764,70,70,4000
1290432,124,3273,27,27,1000
1291736,148,63,1,81,1000
1291811,23,23749,70,70,4000
1293834,148,191,2,81,1000
1300554,23,7709,70,70,4000
1301874,148,5292,57,81,1000
1302341,148,136,2,81,1000
1304945,148,998,13,81,1000
1305508,23,8154,70,70,4000
1305511,148,441,3,81,1000
1306604,148,187,3,81,1000
1307572,148,96,1,81,1000
1308016,148,272,4,81,1000
1308697,148,6185,81,81,1000
1308864,80,2383,33,33,1000
1309666,148,1154,15,81,1000
1310414,148,817,10,81,1000
1312875,23,2691,34,70,4000
1314052,148,1177,16,81,1000
1314227,148,734,10,81,1000
1314865,148,64,1,81,1000
1316529,148,973,13,81,1000
1318561,148,1692,23,81,1000
1320447,131,747,10,29,1000
1321695,95,13775,35,35,4000
1325815,148,90,1,1,1000
1332122,148,439,5,81,1000
1333189,148,4375,57,81,1000
1335748,148,5170,57,81,1000
1341149,148,253,2,81,1000
1342022,148,296,4,81,1000
1343364,148,677,10,81,1000
1346040,148,5284,57,81,1000
1354333,23,14167,70,70,4000
1355746,23,7531,70,70,4000
1355848,148,1205,11,81,1000
1357316,148,4310,59,81,1000
1360013,23,19192,70,70,4000
1361112,23,7856,70,70,4000
1364612,148,4111,57,81,1000
1365210,148,80,1,1,1000
1367009,148,5510,74,81,1000
1369734,148,5270,57,81,1000
1370555,148,919,12,81,1000
1371715,148,5080,57,81,1000
1372031,148,346,5,81,1000
1372305,23,50436,70,70,4000
1377361,123,3309,16,57,1000
1380426,148,6141,81,81,1000
1381054,148,6915,57,81,1000
1383375,23,40493,70,70,4000
1384719,148,121,1,81,1000
1386138,80,2496,33,33,1000
1387699,148,5119,57,81,1000
1390640,148,1120,15,81,1000
1390990,148,5276,57,81,1000
1391961,23,14574,70,70,4000
1393167,148,54,1,1,1000
1394147,125,3254,45,45,2000
1395429,148,6094,81,81,1000
1397089,134,2067,29,29,2000
1397477,23,478,6,70,4000
1397844,148,1355,18,81,1000
1398492,135,2549,34,34,2000
1399212,148,5165,57,81,1000
1399777,148,2128,30,81,1000
1402534,136,335,4,36,1000
1404007,148,4255,57,81,1000
1405659,23,16955,70,70,4000
1405682,148,67,1,81,1000
1405699,148,5448,57,81,1000
1405980,23,440,6,70,4000
1406636,23,8327,70,70,4000
1407752,138,1000,1,37,1000
1408235,148,140,2,81,1000
1409130,148,674,9,81,1000
1409749,80,2535,33,33,1000
1410596,148,415,6,81,1000
1410864,148,93,1,81,1000
1410871,148,1084,14,81,1000
1411067,80,2430,33,33,1000
1417056,80,2902,33,33,1000
1424081,148,171,2,81,1000
1424148,23,414,6,70,4000
1430139,85,15441,31,32,3000
1433769,23,2296,30,70,4000
1436229,23,50,1,1,4000
1438285,148,402,5,81,1000
1438959,148,9572,81,81,1000
1440263,148,660,6,81,1000
1440526,148,4409,57,81,1000
1444646,148,1211,15,81,1000
1447108,148,6128,81,81,1000
1448326,23,42976,70,70,4000
1449097,148,1039,14,81,1000
1449289,148,272,4,81,1000
1449717,148,321,5,81,1000
1449964,148,863,11,81,1000
1451343,148,663,9,81,1000
1454619,148,973,13,81,1000
1457087,80,174,2,33,1000
1457195,148,142,2,81,1000
1457783,23,2544,34,70,4000
1458928,23,6467,34,70,4000
1459266,148,74,1,1,1000
1464046,80,341,3,33,1000
1464185,148,5299,57,81,1000
1465323,148,329,4,81,1000
1465460,148,5128,57,81,1000
1465692,148,6412,74,81,1000
1465703,23,14645,70,70,4000
1467104,148,5184,57,81,1000
1468100,139,3938,53,53,1000
1471298,148,886,13,81,1000
1474712,148,885,11,81,1000
1474917,80,141,2,33,1000
1475164,148,6218,81,81,1000
1476161,148,767,11,81,1000
1476275,148,774,10,81,1000
1477539,148,249,3,81,1000
1479081,148,146,2,81,1000
1480303,148,318,4,81,1000
1480339,148,293,4,81,1000
1480395,148,245,4,81,1000
1480890,148,949,13,81,1000
1481679,23,7919,70,70,4000
1482192,80,55,1,33,1000
1486342,148,659,9,81,1000
1486696,23,468,6,70,4000
1487290,136,361,4,36,1000
1488014,148,608,8,81,1000
1489987,148,1187,9,81,1000
1491279,148,828,11,81,1000
1491671,148,5943,81,81,1000
1493319,148,9731,81,81,1000
1494388,119,3615,47,47,1000
1494472,148,1237,16,81,1000
1495358,148,5455,74,81,1000
1496357,148,5129,57,81,1000
1497835,148,5165,57,81,1000
1498557,23,40027,70,70,4000
1499750,148,6053,81,81,1000
1501389,148,981,13,81,1000
1504046,148,53,1,1,1000
1504427,148,855,11,81,1000
1505217,148,1636,23,81,1000
1505724,148,563,8,81,1000
1505933,148,696,9,81,1000
1507057,137,52,1,67,1000
1509147,148,5275,57,81,1000
1511008,23,18325,70,70,4000
1514132,148,801,10,81,1000
1521537,80,147,2,33,1000
1526432,23,41099,70,70,4000
1528650,148,5940,81,81,1000
1529514,140,598,6,50,2000
1530340,148,5304,57,81,1000
1531382,23,19953,70,70,4000
1531872,141,124,2,15,1000
1532006,148,304,4,81,1000
1534951,148,5310,57,81,1000
1536568,23,7543,70,70,4000
1536954,142,4188,55,55,2000
1538456,148,938,14,81,1000
1539088,80,1761,12,33,1000
1539354,148,4358,57,81,1000
1540131,136,2701,36,36,1000
1540387,148,5148,57,81,1000
1540692,148,5358,57,81,1000
1545778,23,398,6,70,4000
1549393,23,40695,70,70,4000
1550969,148,154,2,81,1000
1551121,148,1147,16,81,1000
1552170,23,93,1,1,4000
1552525,148,976,13,81,1000
1559306,148,310,4,81,1000
1560610,80,122,2,33,1000
1561764,80,2685,33,33,1000
1562197,23,40146,70,70,4000
1563230,80,2748,33,33,1000
1563234,80,219,3,33,1000
1567659,80,63,1,1,1000
1568335,23,40457,70,70,4000
1570988,80,85,1,33,1000
1572465,23,8390,70,70,4000
1574789,148,52,1,1,1000
1577901,80,96,1,33,1000
1579510,23,568,8,70,4000
1579826,82,143,2,20,1000
1580198,143,5371,46,57,2000
1580392,23,260,4,70,4000
1581618,80,2656,33,33,1000
1585178,148,944,11,81,1000
1585303,148,5921,81,81,1000
1585874,23,7727,70,70,4000
1588542,45,4199,28,56,1000
1590177,23,393,6,70,4000
1590909,148,5897,81,81,1000
1592498,23,9103,37,70,4000
1593662,121,566,8,85,2000
1594135,148,1070,16,81,1000
1595539,148,5930,81,81,1000
1597189,148,91,1,1,1000
1597629,80,240,3,33,1000
1597739,80,132,2,33,1000
1600379,148,1324,19,81,1000
1600834,148,6195,81,81,1000
1601162,148,5855,81,81,1000
1604687,148,4281,57,81,1000
1604864,148,1043,14,81,1000
1605950,80,4825,33,33,1000
1606605,23,6359,34,70,4000
1608197,125,2389,32,45,2000
1611090,80,2514,33,33,1000
1621829,144,794,10,47,1000
1623365,23,2821,34,70,4000
1623863,148,315,4,81,1000
1627269,148,806,11,81,1000
1627421,80,3131,19,33,1000
1628181,148,5160,57,81,1000
1629261,148,249,3,81,1000
1631644,80,4904,33,33,1000
1631972,148,1693,23,81,1000
1633845,23,1932,25,70,4000
1636288,80,2552,33,33,1000
1637745,148,2398,33,81,1000
1639973,23,18048,70,70,4000
1641312,148,6129,81,81,1000
1641607,23,18527,70,70,4000
1641614,148,334,5,81,1000
1642730,148,294,4,81,1000
1643418,145,1934,17,60,1000
1643501,122,2116,26,80,2000
1643831,148,552,4,81,1000
1645170,117,1041,13,36,1000
1650393,23,529,6,70,4000
1650615,148,1071,14,81,1000
1651448,23,40556,70,70,4000
1654345,80,4248,33,33,1000
1654512,23,7943,70,70,4000
1656307,23,40682,70,70,4000
1659332,80,2359,33,33,1000
1660942,80,143,2,33,1000
1661902,148,279,4,81,1000
1662544,23,16567,70,70,4000
1662583,148,730,10,81,1000
1665787,148,628,8,81,1000
1670369,148,163,2,81,1000
1674324,80,462,7,33,1000
1676267,148,923,13,81,1000
1676520,148,6196,81,81,1000
1677592,80,3345,33,33,1000
1678518,23,6433,34,70,4000
1680549,23,470,6,70,4000
1683729,148,83,1,81,1000
1684027,121,6388,85,85,2000
1685674,23,8138,70,70,4000
1689021,148,1020,14,81,1000
1690780,23,8414,70,70,4000
1692313,148,6084,81,81,1000
1694886,148,2041,28,81,1000
1696198,80,179,2,33,1000
1697417,148,631,9,81,1000
1699026,80,139,2,33,1000
1700838,23,6399,34,70,4000
1703074,80,109,1,33,1000
1703245,148,85,1,1,1000
1705154,148,806,10,81,1000
1705499,148,63,1,81,1000
1708956,148,321,4,81,1000
1712020,148,244,3,81,1000
1716855,23,80,1,70,4000
1717048,23,2671,34,70,4000
1717636,148,975,13,81,1000
1717801,148,1019,13,81,1000
1718581,148,1788,14,81,1000
1718711,23,66,1,1,4000
1720889,23,450,6,70,4000
1721364,148,277,4,81,1000
1723314,23,46924,70,70,4000
1725435,80,149,2,33,1000
1725740,148,566,8,81,1000
1726201,148,366,5,81,1000
1729539,148,7717,57,81,1000
1729931,23,16777,70,70,4000
1731664,146,4601,39,39,1000
1733285,148,651,9,81,1000
1735001,80,145,2,33,1000
1737510,148,6132,81,81,1000
1739398,117,2764,36,36,1000
1739849,140,22680,50,50,2000
1740083,148,1002,14,81,1000
1745271,80,166,2,33,1000
1745980,125,61,1,1,2000
1746486,148,210,3,81,1000
1748083,23,62951,70,70,4000
1748083,148,768,11,81,1000
1749085,148,916,13,81,1000
1750702,148,7077,57,81,1000
1751560,23,3335,35,70,4000
1751956,148,5479,74,81,1000
1752784,80,1370,18,33,1000
1754373,23,422,6,70,4000
1754603,148,327,4,81,1000
1755579,23,855,12,70,4000
1756164,23,1773,23,70,4000
1757678,23,98,1,1,4000
1757858,23,16758,70,70,4000
1758096,80,192,3,33,1000
1760012,80,2618,33,33,1000
1763352,149,7342,86,86,2000
1763622,147,2134,25,25,2000
1764348,148,1181,15,81,1000
1764785,148,8176,57,81,1000
1765050,148,5965,81,81,1000
1766181,148,667,9,81,1000
1767336,148,69,1,81,1000
1767866,23,1582,23,70,4000
1768785,150,679,7,70,2000
1769972,80,2883,33,33,1000
1772950,151,45499,74,74,3000
1772962,148,99,1,81,1000
1773079,23,8351,70,70,4000
1775552,23,656,9,70,4000
1776263,80,1434,20,33,1000
1776629,23,17493,70,70,4000
1776695,148,1787,15,81,1000
1777382,148,6038,81,81,1000
1778237,107,130,2,105,3000
1778264,148,733,9,81,1000
1780109,148,329,4,81,1000
1783026,148,5547,74,81,1000
1783580,152,210,3,55,2000
1784252,125,66,1,1,2000
1785066,153,7593,34,34,2000
1786253,148,1038,15,81,1000
1786320,148,4221,57,81,1000
1790289,23,1888,23,70,4000
1790527,23,433,6,70,4000
1793365,148,760,10,81,1000
1794173,148,8922,81,81,1000
1795409,80,90,1,33,1000
1795875,23,416,6,70,4000
1796293,148,8210,57,81,1000
1799847,148,6113,81,81,1000
1800531,148,2237,30,81,1000
1800636,148,1090,13,81,1000
1800820,148,579,9,81,1000
1801381,148,6192,81,81,1000
1803563,145,2136,18,60,1000
1811359,23,17548,70,70,4000
1811835,23,84,1,70,4000
1812682,148,4120,57,81,1000
1816757,23,51,1,1,4000
1817495,148,6116,81,81,1000
1818221,148,1110,14,81,1000
1820109,80,176,2,33,1000
1820118,23,8204,70,70,4000
1822162,148,1103,15,81,1000
1822908,82,675,9,20,1000
1825719,23,50,1,70,4000
1826572,80,138,2,33,1000
1826781,148,2224,16,81,1000
1827954,148,265,3,81,1000
1828294,80,1404,18,33,1000
1829384,23,511,6,70,4000
1830437,148,6195,81,81,1000
1831142,80,2833,33,33,1000
1833656,23,14751,70,70,4000
1835870,148,838,11,81,1000
1836216,23,55,1,70,4000
1836708,148,5992,81,81,1000
1838231,23,8241,70,70,4000
1838280,148,777,11,81,1000
1839669,148,85,1,1,1000
1841460,23,14473,70,70,4000
1841803,80,5314,33,33,1000
1842120,23,40900,70,70,4000
1842560,148,78,1,1,1000
1846585,80,6040,33,33,1000
1849555,80,1008,1,33,1000
1850386,148,974,13,81,1000
1850898,148,960,13,81,1000
1851012,148,67,1,81,1000
1851107,148,6139,81,81,1000
1853427,148,92,1,81,1000
1855862,148,1189,15,81,1000
1856394,148,5989,81,81,1000
1856924,80,1317,18,33,1000
1858306,148,5282,57,81,1000
1859064,154,411,5,89,2000
1859509,148,5093,57,81,1000
1859929,148,608,9,81,1000
1861878,23,26257,70,70,4000
1865978,23,6421,34,70,4000
1867602,148,207,3,81,1000
1868606,23,40082,70,70,4000
1870719,45,6218,56,56,1000
1873264,148,320,4,81,1000
1874166,23,8893,70,70,4000
1874395,80,1403,18,33,1000
1874592,148,5999,81,81,1000
1874736,155,457,6,34,2000
1877698,23,7792,70,70,4000
1879638,148,5436,57,81,1000
1880588,148,6036,81,81,1000
1881376,23,40979,70,70,4000
1882972,148,1122,15,81,1000
1886277,148,330,4,81,1000
1889755,23,40280,70,70,4000
1891925,23,464,6,70,4000
1892478,12,601,7,50,2000
1893428,151,54475,74,74,3000
1893693,148,50,1,1,1000
1896313,80,3810,33,33,1000
1898291,148,5334,57,81,1000
1898882,148,652,9,81,1000
1900225,148,5987,81,81,1000
1902184,23,453,6,70,4000
1903177,148,120,2,81,1000
1903593,148,795,11,81,1000
1904174,80,2503,33,33,1000
1906311,148,411,3,81,1000
1906633,148,659,8,81,1000
1907402,23,50,1,70,4000
1909248,80,1368,18,33,1000
1910256,23,16979,70,70,4000
1916545,80,1356,18,33,1000
1920282,148,5187,57,81,1000
1924833,148,357,4,81,1000
1925879,80,2443,33,33,1000
1928516,148,968,14,81,1000
1930746,148,89,1,1,1000
1933331,23,7773,70,70,4000
1936446,23,17880,70,70,4000
1939151,23,834,11,70,4000
1939432,148,1187,15,81,1000
1939528,148,6028,81,81,1000
1939635,80,4085,33,33,1000
1942689,23,61,1,70,4000
1944064,148,57,1,81,1000
1948584,148,1059,14,81,1000
1956654,148,794,10,81,1000
1958432,80,210,3,33,1000
1966741,148,224,3,81,1000
1966770,23,96,1,70,4000
1966923,23,7590,70,70,4000
1969208,148,347,4,81,1000
1969443,141,1125,15,15,1000
1971761,23,675,9,70,4000
1971778,23,41115,70,70,4000
1974511,148,908,13,81,1000
1975119,148,6054,81,81,1000
1975445,23,6545,34,70,4000
1975587,148,1057,14,81,1000
1976728,148,10176,57,81,1000
1976896,80,1311,18,33,1000
1978913,148,775,10,81,1000
1979376,148,585,4,81,1000
1979540,148,6715,57,81,1000
1980677,104,507,8,175,1000
1981899,148,6066,81,81,1000
1982047,148,4210,57,81,1000
1984360,112,2021,28,28,1000
1985404,23,3821,34,70,4000
1985931,148,1055,16,81,1000
1986970,23,852,6,70,4000
1988516,148,781,11,81,1000
1990044,23,16981,70,70,4000
1990378,122,2025,26,80,2000
1992380,23,2369,31,70,4000
1993066,23,67,1,70,4000
1994591,23,442,6,70,4000
1995247,148,279,4,81,1000
1997578,148,5201,57,81,1000
2000915,148,1041,15,81,1000
2002444,148,1210,15,81,1000
2006119,148,70,1,81,1000
2010213,23,41370,70,70,4000
2011263,148,1071,14,81,1000
2011651,23,482,6,70,4000
2011880,80,2341,33,33,1000
2013540,148,4915,57,81,1000
2017302,148,6089,81,81,1000
2020587,23,96,1,1,4000
2024052,112,446,6,28,1000
2025163,23,40787,70,70,4000
2025282,148,978,14,81,1000
2027992,148,737,10,81,1000
2030262,148,5969,81,81,1000
2030457,148,1120,15,81,1000
2032038,148,5437,57,81,1000
2032778,148,336,5,81,1000
2032833,148,4997,57,81,1000
2032905,148,291,4,81,1000
2035133,148,6205,81,81,1000
2043070,23,19968,70,70,4000
2047872,23,389,6,70,4000
2047902,148,245,4,81,1000
2049036,156,3225,42,42,1000
2049942,148,5815,81,81,1000
2054072,148,999,14,81,1000
2055382,148,323,4,81,1000
2056072,148,178,2,81,1000
2058108,125,70,1,1,2000
2059443,80,5135,33,33,1000
2059472,80,283,4,33,1000
2060132,23,7979,70,70,4000
2060546,148,944,13,81,1000
2062337,23,16679,70,70,4000
2064396,148,4030,57,81,1000
2067188,157,279,4,50,1000
2069015,80,2520,33,33,1000
2070967,148,297,4,81,1000
2072399,148,603,8,81,1000
2072403,80,70,1,33,1000
2073361,158,319,5,20,1000
2074672,23,17146,70,70,4000
2075568,123,19391,57,57,1000
2077430,148,6058,81,81,1000
2077767,148,414,6,81,1000
2079283,148,275,4,81,1000
2081397,160,232,3,30,1000
2081521,23,41550,70,70,4000
2082984,148,96,1,1,1000
2084778,23,396,6,70,4000
2084890,161,436,6,46,2000
2086254,23,99,1,70,4000
2088821,23,460,6,70,4000
2090709,23,14856,70,70,4000
2091583,80,1388,18,33,1000
2091999,23,157,2,70,4000
2092589,148,305,4,81,1000
2095444,23,422,6,70,4000
2096069,148,986,13,81,1000
2096214,148,1047,15,81,1000
2103570,148,3947,51,81,1000
2107671,148,8912,57,81,1000
2111463,23,442,6,70,4000
2111968,148,737,11,81,1000
2112375,131,753,10,29,1000
2115455,148,599,4,81,1000
2116448,80,390,5,33,1000
2117085,152,2937,7,55,2000
2119372,148,515,4,81,1000
2124015,23,6413,34,70,4000
2125160,148,6068,81,81,1000
2127304,148,572,9,81,1000
2129612,133,4021,54,54,1000
2132540,148,1233,16,81,1000
2135626,148,2220,30,81,1000
2136222,80,170,2,33,1000
2141701,23,451,6,70,4000
2143214,148,119,1,81,1000
2144225,23,57,1,70,4000
2148268,80,2635,33,33,1000
2148749,23,422,6,70,4000
2150941,162,230,3,48,1000
2150975,23,8222,70,70,4000
2151946,148,1177,16,81,1000
2155877,23,6323,34,70,4000
2157748,148,1025,14,81,1000
2164287,107,4243,54,105,3000
2166072,148,1744,13,81,1000
2166232,148,875,11,81,1000
2168562,148,1537,21,81,1000
2171920,148,3955,58,81,1000
2174230,148,654,10,81,1000
2174659,148,158,1,81,1000
2175488,23,8182,70,70,4000
2177236,148,113,1,81,1000
2177300,148,5357,57,81,1000
2181027,80,1420,18,33,1000
2182118,148,228,3,81,1000
2182405,148,192,3,81,1000
2189042,131,2293,29,29,1000
2194194,80,827,11,33,1000
2199840,148,621,4,81,1000
2201335,148,247,4,81,1000
2202238,148,5303,57,81,1000
2204160,148,445,6,81,1000
2204303,148,4312,57,81,1000
2207513,148,5975,81,81,1000
2210679,23,421,6,70,4000
2210891,148,257,3,81,1000
2211550,148,144,2,81,1000
2213435,80,1280,18,33,1000
2214365,80,297,4,33,1000
2215075,148,6284,81,81,1000
2216759,148,334,4,81,1000
2216806,23,45649,70,70,4000
2216837,148,1170,11,81,1000
2216894,100,5814,78,78,1000
2219880,148,787,11,81,1000
2223443,162,1234,4,48,1000
2227012,23,441,6,70,4000
2227121,80,178,2,33,1000
2227358,148,645,9,81,1000
2229083,125,84,1,1,2000
2233047,145,7002,60,60,1000
2234805,148,6206,81,81,1000
2237797,23,490,6,70,4000
2242082,23,8410,70,70,4000
2243727,148,1000,13,81,1000
2244509,148,493,6,81,1000
2247209,148,659,9,81,1000
2247989,125,2358,32,45,2000
2249422,148,6207,81,81,1000
2253868,148,1061,13,81,1000
2255243,148,324,4,81,1000
2257481,148,5319,57,81,1000
2259960,80,166,2,33,1000
2260098,23,7598,70,70,4000
2262271,148,1151,16,81,1000
2263934,148,120,1,81,1000
2267486,23,1739,23,70,4000
2268329,23,8105,70,70,4000
2269520,155,2569,34,34,2000
2269992,148,6006,81,81,1000
2271658,148,1189,15,81,1000
2271664,148,440,6,81,1000
2272066,23,116,1,70,4000
2275587,23,41823,70,70,4000
2276209,23,441,6,70,4000
2276283,148,62,1,81,1000
2278042,163,252,4,60,1000
2278445,148,1046,14,81,1000
2284034,148,1172,16,81,1000
2284243,148,5940,81,81,1000
2285861,23,1695,23,70,4000
2287568,23,7701,70,70,4000
2288156,23,633,6,70,4000
2291516,148,6015,81,81,1000
2294809,125,86,1,1,2000
2295299,148,858,11,81,1000
2296902,104,675,8,175,1000
2298290,148,6152,81,81,1000
2300251,148,93,1,81,1000
2303393,148,1113,15,81,1000
2303640,23,12591,70,70,4000
2303927,152,2518,7,55,2000
2306780,23,6406,34,70,4000
2308019,80,183,2,33,1000
2311903,148,813,11,81,1000
2316845,23,92,1,1,4000
2323476,148,693,10,81,1000
2326915,148,5296,57,81,1000
2329432,23,8436,70,70,4000
2329874,148,1021,14,81,1000
2331140,148,1168,15,81,1000
2334548,23,7666,70,70,4000
2335399,23,123,2,70,4000
2337271,23,14981,70,70,4000
2337573,148,794,10,81,1000
2338660,148,5828,81,81,1000
2359518,80,1418,18,33,1000
2361544,148,5614,74,81,1000
2361645,80,2483,33,33,1000
2362037,23,7954,70,70,4000
2364486,148,626,8,81,1000
2365999,148,70,1,81,1000
2367373,163,4519,60,60,1000
2376270,80,3700,20,33,1000
2376304,164,6091,80,80,2000
2377859,23,40471,70,70,4000
2379092,148,5959,81,81,1000
2381648,148,396,6,81,1000
2381982,148,914,13,81,1000
2382327,23,80,1,1,4000
2388598,160,199,3,30,1000
2391311,117,2669,36,36,1000
2391660,80,1269,18,33,1000
2393229,148,1200,16,81,1000
2393256,80,1381,18,33,1000
2395048,112,1005,14,28,1000
2398895,148,169,2,81,1000
2399491,23,7752,70,70,4000
2399663,148,1048,15,81,1000
2399932,148,6142,81,81,1000
2400389,23,7850,70,70,4000
2400877,80,1830,12,33,1000
2401211,23,7943,70,70,4000
2401756,166,734,10,59,1500
2401759,165,9121,85,85,2000
2401766,23,7879,70,70,4000
2402091,148,879,11,81,1000
2402587,148,6105,81,81,1000
2406364,148,6220,81,81,1000
2406653,148,6081,81,81,1000
2411454,148,5144,57,81,1000
2412320,23,41335,70,70,4000
2414949,148,6550,75,81,1000
2415475,148,5184,57,81,1000
2417060,148,1885,16,81,1000
2420676,148,193,2,81,1000
2422140,148,283,4,81,1000
2424689,148,345,4,81,1000
2425370,167,292,4,48,3000
2426674,168,9397,45,45,2000
2428763,80,254,4,33,1000
2435246,23,12180,70,70,4000
2436450,148,236,3,81,1000
2440041,148,5942,81,81,1000
2442747,148,916,13,81,1000
2444441,80,2672,33,33,1000
2445027,148,87,1,81,1000
2446337,148,5848,81,81,1000
2447580,148,1138,16,81,1000
2449271,148,1300,16,81,1000
2451131,80,2380,33,33,1000
2452057,148,6242,81,81,1000
2452742,23,886,12,70,4000
2453522,148,1062,13,81,1000
2453608,162,293,4,48,1000
2455103,101,3732,50,50,3000
2455581,23,478,6,70,4000
2456281,148,475,6,81,1000
2458310,148,939,13,81,1000
2459452,169,16735,40,40,2000
2462838,23,382,6,70,4000
2468431,107,2553,34,105,3000
2469256,148,97,1,81,1000
2471613,148,663,9,81,1000
2474248,80,770,11,33,1000
2478073,23,18574,70,70,4000
2483342,23,695,9,70,4000
2483964,80,2553,33,33,1000
2484061,148,518,4,81,1000
2485732,148,56,1,81,1000
2487562,148,96,1,81,1000
2487902,148,1023,13,81,1000
2488752,23,25812,70,70,4000
2494590,148,313,4,81,1000
2496722,23,17584,70,70,4000
2498321,148,1123,15,81,1000
2500857,154,338,4,89,2000
2502259,148,237,3,81,1000
2503743,23,6279,34,70,4000
2504595,80,1631,20,33,1000
2506412,23,9059,70,70,4000
2506567,148,1169,16,81,1000
2506678,80,158,2,33,1000
2507352,80,235,3,33,1000
2507795,148,829,11,81,1000
2510508,148,5285,57,81,1000
2511812,80,3431,33,33,1000
2512831,148,5191,57,81,1000
2516399,2,1593,21,21,2000
2519314,148,161,2,81,1000
2520123,148,8477,57,81,1000
2520336,148,636,8,81,1000
2520744,148,4098,57,81,1000
2520947,148,4249,57,81,1000
2521756,162,61,1,1,1000
2524496,148,456,4,81,1000
2526252,80,4191,33,33,1000
2528233,148,918,13,81,1000
2529302,148,668,9,81,1000
2531194,162,378,4,48,1000
2532097,148,1161,16,81,1000
2533964,148,145,2,81,1000
2535426,148,1310,16,81,1000
2535517,80,3057,33,33,1000
2539815,80,271,2,33,1000
2539930,148,770,11,81,1000
2543443,148,314,4,81,1000
2553038,148,881,13,81,1000
2559848,148,288,4,81,1000
2562330,80,1299,18,33,1000
2562935,148,4919,66,81,1000
2564038,23,469,6,70,4000
2564809,148,2121,28,81,1000
2566106,80,334,4,33,1000
2566566,148,6399,74,81,1000
